"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Power Clean";"1";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Power Clean";"2";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Power Clean";"3";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Power Clean";"4";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Power Clean";"5";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Push Press";"1";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Push Press";"2";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Push Press";"3";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Push Press";"4";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Push Press";"5";"50.0";"1";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Front Squat (Barbell)";"W";"50.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Front Squat (Barbell)";"1";"86.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Front Squat (Barbell)";"2";"86.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Front Squat (Barbell)";"3";"86.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Front Squat (Barbell)";"4";"86.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Front Squat (Barbell)";"5";"86.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Overhead Press (Barbell)";"1";"60.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Overhead Press (Barbell)";"2";"60.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Overhead Press (Barbell)";"F";"60.0";"3";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Overhead Press (Barbell)";"4";"60.0";"3";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Overhead Press (Barbell)";"5";"60.0";"4";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Snatch Pull (Barbell)";"1";"116.0";"3";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Snatch Pull (Barbell)";"2";"116.0";"3";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Snatch Pull (Barbell)";"3";"116.0";"3";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Snatch Pull (Barbell)";"4";"116.0";"3";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Snatch Pull (Barbell)";"5";"116.0";"3";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Bicep Curl (Barbell)";"1";"36.0";"10";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Bicep Curl (Barbell)";"2";"36.0";"8";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Bicep Curl (Barbell)";"F";"36.0";"8";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Upright Row (Barbell)";"1";"36.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Upright Row (Barbell)";"2";"36.0";"5";"";"";"";"";""
"21";"2024-02-14 19:27:33";"Strength 24";"4959";"Upright Row (Barbell)";"3";"36.0";"3";"";"";"";"";""
"22";"2024-02-16 12:37:00";"Fighter Pullup Challenge #8";"3600";"Pull Up";"1";"0.0";"7";"";"";"";"";""
"22";"2024-02-16 12:37:00";"Fighter Pullup Challenge #8";"3600";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"22";"2024-02-16 12:37:00";"Fighter Pullup Challenge #8";"3600";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"22";"2024-02-16 12:37:00";"Fighter Pullup Challenge #8";"3600";"Pull Up";"4";"0.0";"6";"";"";"";"";""
"22";"2024-02-16 12:37:00";"Fighter Pullup Challenge #8";"3600";"Pull Up";"5";"0.0";"6";"";"";"";"";""
"23";"2024-02-16 12:43:00";"Gripper #4";"3600";"Hand Gripper";"1";"45.0";"30";"";"";"";"";""
"23";"2024-02-16 12:43:00";"Gripper #4";"3600";"Hand Gripper";"2";"45.0";"30";"";"";"";"";""
"23";"2024-02-16 12:43:00";"Gripper #4";"3600";"Hand Gripper";"3";"45.0";"25";"";"";"";"";""
"23";"2024-02-16 12:43:00";"Gripper #4";"3600";"Hand Gripper";"4";"45.0";"25";"";"";"";"";""
"23";"2024-02-16 12:43:00";"Gripper #4";"3600";"Hand Gripper";"5";"45.0";"25";"";"";"";"";""
"24";"2024-02-18 12:38:00";"Fighter Pullup Challenge #9";"3600";"Pull Up";"1";"0.0";"7";"";"";"";"";""
"24";"2024-02-18 12:38:00";"Fighter Pullup Challenge #9";"3600";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"24";"2024-02-18 12:38:00";"Fighter Pullup Challenge #9";"3600";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"24";"2024-02-18 12:38:00";"Fighter Pullup Challenge #9";"3600";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"24";"2024-02-18 12:38:00";"Fighter Pullup Challenge #9";"3600";"Pull Up";"5";"0.0";"6";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Front Squat (Barbell)";"W";"50.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Front Squat (Barbell)";"1";"90.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Front Squat (Barbell)";"2";"80.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Front Squat (Barbell)";"3";"90.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Front Squat (Barbell)";"4";"90.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Front Squat (Barbell)";"5";"90.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Power Snatch (Barbell)";"1";"30.0";"3";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Power Snatch (Barbell)";"2";"40.0";"3";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Power Snatch (Barbell)";"3";"40.0";"3";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Power Snatch (Barbell)";"4";"50.0";"2";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Power Snatch (Barbell)";"5";"50.0";"2";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Snatch Pull (Barbell)";"1";"90.0";"4";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Snatch Pull (Barbell)";"2";"90.0";"4";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Press";"1";"80.0";"1";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Press";"2";"70.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Press";"3";"70.0";"3";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Press";"4";"70.0";"3";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Press";"5";"70.0";"3";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Chin Up";"1";"0.0";"7";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Chin Up";"2";"0.0";"7";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Chin Up";"3";"0.0";"7";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Chin Up";"4";"0.0";"7";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Chin Up";"5";"0.0";"6";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Up";"1";"20.0";"6";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Up";"2";"20.0";"5";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Up";"3";"0.0";"12";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Up";"4";"0.0";"8";"";"";"";"";""
"25";"2024-02-18 16:50:41";"Strength 24";"2417";"Push Up";"5";"0.0";"8";"";"";"";"";""
"26";"2024-02-20 12:39:00";"Fighter Pullup Challenge #10";"3600";"Pull Up";"1";"0.0";"7";"";"";"";"";""
"26";"2024-02-20 12:39:00";"Fighter Pullup Challenge #10";"3600";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"26";"2024-02-20 12:39:00";"Fighter Pullup Challenge #10";"3600";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"26";"2024-02-20 12:39:00";"Fighter Pullup Challenge #10";"3600";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"26";"2024-02-20 12:39:00";"Fighter Pullup Challenge #10";"3600";"Pull Up";"5";"0.0";"7";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Snatch (Barbell)";"1";"50.0";"1";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Snatch (Barbell)";"2";"50.0";"1";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Snatch (Barbell)";"3";"44.0";"2";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Snatch (Barbell)";"4";"42.0";"2";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Front Squat (Barbell)";"Note";"";"";"";"";"";"Tempo";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Front Squat (Barbell)";"1";"60.0";"4";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Front Squat (Barbell)";"2";"60.0";"4";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Front Squat (Barbell)";"3";"60.0";"4";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Front Squat (Barbell)";"4";"60.0";"4";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Overhead Press (Barbell)";"1";"50.0";"4";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Overhead Press (Barbell)";"2";"54.0";"4";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Overhead Press (Barbell)";"3";"56.0";"4";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Squat Jump";"1";"50.0";"5";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Squat Jump";"2";"50.0";"5";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Squat Jump";"3";"50.0";"5";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Chin Up";"1";"0.0";"8";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Chin Up";"2";"0.0";"8";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Chin Up";"3";"0.0";"8";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Good Morning (Barbell)";"1";"50.0";"10";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Good Morning (Barbell)";"2";"50.0";"10";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Good Morning (Barbell)";"3";"50.0";"10";"";"";"";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Side Plank";"1";"";"";"";"";"30.0";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Side Plank";"2";"";"";"";"";"30.0";"";""
"27";"2024-02-21 18:33:14";"WL.AI #1";"70";"Side Plank";"3";"";"";"";"";"30.0";"";""
"28";"2024-02-22 12:40:00";"Fighter Pullup Challenge #11";"3600";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"28";"2024-02-22 12:40:00";"Fighter Pullup Challenge #11";"3600";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"28";"2024-02-22 12:40:00";"Fighter Pullup Challenge #11";"3600";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"28";"2024-02-22 12:40:00";"Fighter Pullup Challenge #11";"3600";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"28";"2024-02-22 12:40:00";"Fighter Pullup Challenge #11";"3600";"Pull Up";"5";"0.0";"7";"";"";"";"";""
"29";"2024-02-22 12:44:00";"Gripper #5";"3600";"Hand Gripper";"1";"45.0";"30";"";"";"";"";""
"29";"2024-02-22 12:44:00";"Gripper #5";"3600";"Hand Gripper";"2";"45.0";"30";"";"";"";"";""
"29";"2024-02-22 12:44:00";"Gripper #5";"3600";"Hand Gripper";"3";"45.0";"30";"";"";"";"";""
"29";"2024-02-22 12:44:00";"Gripper #5";"3600";"Hand Gripper";"4";"45.0";"30";"";"";"";"";""
"29";"2024-02-22 12:44:00";"Gripper #5";"3600";"Hand Gripper";"5";"45.0";"30";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Snatch (Barbell)";"Note";"";"";"";"";"";"Above knee";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Snatch (Barbell)";"1";"50.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Snatch (Barbell)";"2";"50.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Snatch (Barbell)";"3";"52.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Snatch (Barbell)";"4";"54.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Hang Clean (Barbell)";"1";"52.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Hang Clean (Barbell)";"2";"52.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Hang Clean (Barbell)";"3";"52.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Hang Clean (Barbell)";"4";"54.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Split Jerk (Barbell)";"1";"52.0";"2";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Split Jerk (Barbell)";"2";"52.0";"2";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Split Jerk (Barbell)";"3";"52.0";"2";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Split Jerk (Barbell)";"4";"54.0";"2";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Clean";"1";"70.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Clean";"2";"70.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Power Clean";"3";"70.0";"1";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Front Squat (Barbell)";"1";"70.0";"5";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Front Squat (Barbell)";"2";"70.0";"5";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Front Squat (Barbell)";"3";"70.0";"5";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Clean Pull";"1";"74.0";"3";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Clean Pull";"2";"74.0";"3";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Clean Pull";"3";"74.0";"3";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Clean Pull";"4";"74.0";"3";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Overhead Press (Barbell)";"1";"50.0";"5";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Overhead Press (Barbell)";"2";"60.0";"4";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Overhead Press (Barbell)";"3";"54.0";"3";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Bent Over Row (Barbell)";"1";"60.0";"8";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Bent Over Row (Barbell)";"2";"70.0";"8";"";"";"";"";""
"30";"2024-02-23 18:15:00";"WL.AI #2";"2400";"Bent Over Row (Barbell)";"3";"70.0";"8";"";"";"";"";""
"31";"2024-02-24 12:41:00";"Fighter Pullup Challenge #12";"3600";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"31";"2024-02-24 12:41:00";"Fighter Pullup Challenge #12";"3600";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"31";"2024-02-24 12:41:00";"Fighter Pullup Challenge #12";"3600";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"31";"2024-02-24 12:41:00";"Fighter Pullup Challenge #12";"3600";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"31";"2024-02-24 12:41:00";"Fighter Pullup Challenge #12";"3600";"Pull Up";"5";"0.0";"7";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"1";"68.0";"5";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"2";"68.0";"5";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"3";"68.0";"5";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"4";"68.0";"5";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"5";"68.0";"5";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"6";"45.0";"30";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"7";"45.0";"20";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"8";"45.0";"20";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"9";"45.0";"20";"";"";"";"";""
"32";"2024-02-24 12:45:00";"Gripper #6";"3600";"Hand Gripper";"10";"45.0";"20";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch (Barbell)";"Note";"";"";"";"";"";"No hook no feet";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch (Barbell)";"1";"50.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch (Barbell)";"2";"46.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch (Barbell)";"3";"46.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch (Barbell)";"4";"46.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch (Barbell)";"5";"46.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Snatch (Barbell)";"Note";"";"";"";"";"";"No feet hang snatch above knees";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Snatch (Barbell)";"1";"50.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Snatch (Barbell)";"2";"46.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Snatch (Barbell)";"3";"46.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Snatch (Barbell)";"4";"46.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Snatch (Barbell)";"5";"46.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Clean (Barbell)";"Note";"";"";"";"";"";"Power position clean";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Clean (Barbell)";"1";"60.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Clean (Barbell)";"2";"60.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Clean (Barbell)";"3";"60.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Clean (Barbell)";"4";"60.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Hang Clean (Barbell)";"5";"60.0";"1";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Split Jerk (Barbell)";"Note";"";"";"";"";"";"Pause jerk";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Split Jerk (Barbell)";"1";"60.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Split Jerk (Barbell)";"2";"60.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Split Jerk (Barbell)";"3";"60.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Split Jerk (Barbell)";"4";"60.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Split Jerk (Barbell)";"5";"60.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Squat (Barbell)";"1";"90.0";"4";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Squat (Barbell)";"2";"90.0";"4";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Squat (Barbell)";"3";"90.0";"4";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Squat (Barbell)";"4";"90.0";"4";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Squat (Barbell)";"5";"90.0";"4";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Box Jump";"1";"";"10";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Box Jump";"2";"";"10";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Box Jump";"3";"";"10";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Box Jump";"4";"";"10";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch Pull (Barbell)";"1";"90.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch Pull (Barbell)";"2";"90.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Snatch Pull (Barbell)";"3";"90.0";"2";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Overhead Press (Barbell)";"1";"50.0";"5";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Overhead Press (Barbell)";"2";"50.0";"5";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Overhead Press (Barbell)";"3";"50.0";"5";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Overhead Press (Barbell)";"4";"50.0";"5";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Good Morning (Barbell)";"1";"50.0";"10";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Good Morning (Barbell)";"2";"50.0";"10";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Good Morning (Barbell)";"3";"50.0";"10";"";"";"";"";""
"33";"2024-02-25 14:30:00";"WL.AI #3";"5400";"Good Morning (Barbell)";"4";"50.0";"10";"";"";"";"";""
"34";"2024-02-26 12:42:00";"Fighter Pullup Challenge #13";"3600";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"34";"2024-02-26 12:42:00";"Fighter Pullup Challenge #13";"3600";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"34";"2024-02-26 12:42:00";"Fighter Pullup Challenge #13";"3600";"Pull Up";"3";"0.0";"8";"";"";"";"";""
"34";"2024-02-26 12:42:00";"Fighter Pullup Challenge #13";"3600";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"34";"2024-02-26 12:42:00";"Fighter Pullup Challenge #13";"3600";"Pull Up";"5";"0.0";"7";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"1";"68.0";"10";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"2";"68.0";"10";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"3";"68.0";"10";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"4";"68.0";"10";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"5";"68.0";"10";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"6";"45.0";"20";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"7";"45.0";"20";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"8";"45.0";"20";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"9";"45.0";"20";"";"";"";"";""
"35";"2024-02-26 12:47:00";"Gripper #7";"3600";"Hand Gripper";"10";"45.0";"20";"";"";"";"";""
"36";"2024-02-28 12:43:00";"Fighter Pullup Challenge #14";"3600";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"36";"2024-02-28 12:43:00";"Fighter Pullup Challenge #14";"3600";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"36";"2024-02-28 12:43:00";"Fighter Pullup Challenge #14";"3600";"Pull Up";"3";"0.0";"8";"";"";"";"";""
"36";"2024-02-28 12:43:00";"Fighter Pullup Challenge #14";"3600";"Pull Up";"4";"0.0";"8";"";"";"";"";""
"36";"2024-02-28 12:43:00";"Fighter Pullup Challenge #14";"3600";"Pull Up";"5";"0.0";"7";"";"";"";"";""
"37";"2024-02-28 12:48:00";"Gripper #8";"3600";"Hand Gripper";"1";"68.0";"12";"";"";"";"";""
"37";"2024-02-28 12:48:00";"Gripper #8";"3600";"Hand Gripper";"2";"68.0";"12";"";"";"";"";""
