Time,Date,S,H,P,T,L,U,C,X
1573254000.0,2019/11/09,0,0,0,0,0,0,0,0
1573858800.0,2019/11/16,0,0,0,0,0,0,0,0
1574463600.0,2019/11/23,0,0,0,0,0,0,0,0
1575068400.0,2019/11/30,0,0,0,0,0,0,0,0
1575673200.0,2019/12/07,0,0,0,0,0,0,0,0
1576278000.0,2019/12/14,0,0,0,0,0,0,0,0
1576882800.0,2019/12/21,0,0,0,0,0,0,0,0
1577487600.0,2019/12/28,0,0,0,0,0,0,0,0
1578092400.0,2020/01/04,0,0,0,0,0,0,0,0
1578697200.0,2020/01/11,0,0,0,0,0,0,0,0
1579302000.0,2020/01/18,0,0,0,0,0,0,0,0
1579906800.0,2020/01/25,0,0,0,0,0,0,0,0
1580511600.0,2020/02/01,0,0,0,0,0,0,0,0
1581116400.0,2020/02/08,0,0,0,0,0,0,0,0
1581721200.0,2020/02/15,0,0,0,0,0,0,0,0
1582326000.0,2020/02/22,0,0,0,0,0,0,0,0
1582930800.0,2020/02/29,0,0,0,0,0,0,0,0
1583535600.0,2020/03/07,0,0,0,0,0,0,0,0
1584140400.0,2020/03/14,0,0,0,0,0,0,0,0
1584745200.0,2020/03/21,0,0,0,0,0,0,0,0
1585350000.0,2020/03/28,0,0,0,0,0,0,0,0
1585954800.0,2020/04/04,0,0,0,0,0,0,0,0
1586559600.0,2020/04/11,0,0,0,0,0,0,0,0
1587164400.0,2020/04/18,0,0,0,0,0,0,0,0
1587769200.0,2020/04/25,0,0,0,0,0,0,0,0
1588374000.0,2020/05/02,0,0,0,0,0,0,0,0
1588978800.0,2020/05/09,0,0,0,0,0,0,0,0
1589583600.0,2020/05/16,0,0,0,0,0,0,0,0
1590188400.0,2020/05/23,0,0,0,0,0,0,0,0
1590793200.0,2020/05/30,0,0,0,0,0,0,0,0
1591398000.0,2020/06/06,0,0,0,0,0,0,0,0
1592002800.0,2020/06/13,0,0,0,0,0,0,0,0
1592607600.0,2020/06/20,0,0,0,0,0,0,0,0
1593212400.0,2020/06/27,0,0,0,0,0,0,0,0
1593817200.0,2020/07/04,0,0,0,0,0,0,0,0
1594422000.0,2020/07/11,0,0,0,0,0,0,0,0
1595026800.0,2020/07/18,0,0,0,0,0,0,0,0
1595631600.0,2020/07/25,0,0,0,0,0,0,0,0
1596236400.0,2020/08/01,0,0,0,0,0,0,0,0
1596841200.0,2020/08/08,0,0,0,0,0,0,0,0
1597446000.0,2020/08/15,0,0,0,0,0,0,0,0
1598050800.0,2020/08/22,0,0,0,0,0,0,0,0
1598655600.0,2020/08/29,0,0,0,0,0,0,0,0
1599260400.0,2020/09/05,0,0,0,0,0,0,0,0
1599865200.0,2020/09/12,0,0,0,0,0,0,0,0
1600470000.0,2020/09/19,0,0,0,0,0,0,0,0
1601074800.0,2020/09/26,0,0,0,0,0,0,0,0
1601679600.0,2020/10/03,0,0,0,0,0,0,0,0
1602284400.0,2020/10/10,0,0,0,0,0,0,0,0
1602889200.0,2020/10/17,0,0,0,0,0,0,0,0
1603494000.0,2020/10/24,0,0,0,0,0,0,0,0
1604098800.0,2020/10/31,0,0,0,0,0,0,0,0
1604703600.0,2020/11/07,0,0,0,0,0,0,0,0
1605308400.0,2020/11/14,0,0,0,0,0,0,0,0
1605913200.0,2020/11/21,0,0,0,0,0,0,0,0
1606518000.0,2020/11/28,0,0,0,0,0,0,0,0
1607122800.0,2020/12/05,0,0,0,0,0,0,0,0
1607727600.0,2020/12/12,0,0,0,0,0,0,0,0
1608332400.0,2020/12/19,0,0,0,0,0,0,0,0
1608937200.0,2020/12/26,0,0,0,0,0,0,0,0
1609542000.0,2021/01/02,0,0,0,0,0,0,0,0
1610146800.0,2021/01/09,0,0,0,0,0,0,0,0
1610751600.0,2021/01/16,0,0,0,0,0,0,0,0
1611356400.0,2021/01/23,0,0,0,0,0,0,0,0
1611961200.0,2021/01/30,0,0,0,0,0,0,0,0
1612566000.0,2021/02/06,0,0,0,0,0,0,0,0
1613170800.0,2021/02/13,0,0,0,0,0,0,0,0
1613775600.0,2021/02/20,0,0,0,0,0,0,0,0
1614380400.0,2021/02/27,0,0,0,0,0,0,0,0
1614985200.0,2021/03/06,0,0,0,0,0,0,0,0
1615590000.0,2021/03/13,0,0,0,0,0,0,0,0
1616194800.0,2021/03/20,0,0,0,0,0,0,0,0
1616799600.0,2021/03/27,0,0,0,0,0,0,0,0
1617404400.0,2021/04/03,0,0,0,0,0,0,0,0
1618009200.0,2021/04/10,0,0,0,0,0,0,0,0
1618614000.0,2021/04/17,0,0,0,0,0,0,0,0
1619218800.0,2021/04/24,0,0,0,0,0,0,0,0
1619823600.0,2021/05/01,0,0,0,0,0,0,0,0
1620428400.0,2021/05/08,0,0,0,0,0,0,0,0
1621033200.0,2021/05/15,0,0,0,0,0,0,0,0
1621638000.0,2021/05/22,0,0,0,0,0,0,0,0
1622242800.0,2021/05/29,0,0,0,0,0,0,0,0
